Numero	Nom	Nom_recherche	Prenom	Autre_nom	Autre_prenom	Sexe	Dates_vie	Lieu_naiss	Date_naiss	Date_naiss_complete	Date_mort	Date_mort_complete	Musicien	S16	S17	S18	S19	S20	Vivant	Lettres	Profession	Domaine	Valdensia1	Valdensia2	Date_creation	Date_modification	Signature	Encours	Wikipedia	ArchiveBN
5553	Ramati	RAMATI	Alexander	Alexander Grynberg		H	1921-2006		1921		2006		0	0	0	0	0	1	0		résistant / écrivain / réalisateur / producteur	cinéma / littérature	TempVDA	 	22/08/2006	01/04/2010	BS	1	0	0
5554	Valérianne	VALERIANNE				F	1974?-		0		9999		0	0	0	0	0	0	1		photographe	photographie	VDAC	 	22/08/2006	15/02/2010	BS	1	0	0
5555	Eiselé	EISELE	André			H	1930?-		0		9999		0	0	0	0	0	0	1		éditeur	édition	VDAC		22/08/2006	06/04/2009	TD	1	0	0
5556	Grey	GREY	Annette			F			0		9999		0	0	0	0	0	0	1		dessinateur	beaux-arts / dessin	ParVDAC	 	22/08/2006	13/07/2010	TD	1	0	0
5557	Steiner	STEINER	Michel						0		9999		0	0	0	0	0	0	1		président de la Fondation pour les musiques traditionnelles	musique traditionnelle	VDAC	 	22/08/2006	13/03/2010	BS	1	0	0
5558	Mannerheim	MANNERHEIM	Gustaf			H	1867-1951		1867		1951		0	0	0	0	0	0	1		maréchal et président de la Finlande	politique / Finlande / armée	TempVDA	 	23/08/2006	21/04/2010	BS	1	0	0
5559	Layaz	LAYAZ	Alphonse			H	-1940	Fétigny (Fr)	1940	08/04/1940	9999		0	0	0	0	0	0	1	laya	peintre / homme de radio / écrivain	beaux-arts / peinture / journaliste / littérature	ParVDAC	VDAC	23/08/2006	03/11/2013	BS	0	22	0
5560	Guibat	GUIBAT	Céline			F	1978?-		0		9999		0	0	0	0	0	0	1		architecte	architecture			23/08/2006			1	0	0
5561	Fischlin	FISCHLIN	Jean-Mario			H			0		9999		0	0	0	0	0	0	1		conservateur du Musée du bois de l'Arboretum	musée / botanique / arbre			24/08/2006			1	0	0
5562	Studio KO	STUDIO KO							0		9999		0	0	0	0	0	0	1		société de design	design	VDCollC	 	24/08/2006	13/03/2010	BS	1	0	0
5563	Marchesi	MARCHESI	Gianni			H			0		9999		0	0	0	0	0	0	1		réalisateur	cinéma / réalisation			24/08/2006			1	0	0
5564	Querzoli	QUERZOLI	Alvaro			H	-1955		1955		9999		0	0	0	0	0	0	1		artiste peintre 	beaux-arts / peinture	TempVDA	 	24/08/2006	01/04/2010	BS	1	0	0
5565	Garo	GARO	Edouard			H	-1935	Nyon	1935	06/07/1935	9999		1	0	0	0	0	0	1	garo	musicien / musicologue / compositeur / pédagogue / chef de choeur	musique / composition / direction	 	 	25/08/2006	17/11/2014	SUK	0	6	0
5566	Zambelli	ZAMBELLI	Gérald			H			0		9999		0	0	0	0	0	0	0		enseignant physique EPFL / metteur en scène	physique / théâtre	VDAC	VDAS	25/08/2006	12/02/2010	BS	1	0	0
5567	Fluri	FLURI	Yllonka			F			0		9999		0	0	0	0	0	0	1		galeriste / peintre	beaux-arts / galerie	ParVDAC		25/08/2006	06/04/2009	TD	1	0	0
5568	Morgan	MORGAN	Richard			H			0		9999		0	0	0	0	0	0	1		cinéaste / réalisateur / photographe / auteur compositeur 	cinéma / photographie / chanteur 	ParVDAC	ParVDAS	25/08/2006	02/05/2010	BS	1	0	0
5569	Richard	RICHARD	Joëlle			F	1980?-		0		9999		0	0	0	0	0	0	1		metteure en scène	théâtre	VDAS	 	25/08/2006	21/03/2010	BS	1	0	0
5570	Genton	GENTON	Pierre			H	-1942		1942		9999		0	0	0	0	0	0	1	genp	pasteur	religion / protestantisme	VDAS		29/08/2006	06/04/2009	TD	1	0	0
5571	Islam-Weber	ISLAM-WEBER	Malaïka			F	-1957		1957		9999		0	0	0	0	0	0	1		danseuse	danse	ParVDAC	 	01/09/2006	16/07/2010	TD	1	0	0
5572	Mondada	MONDADA	Francesco			H	-1967		1967		9999		0	0	0	0	0	0	1		chercheur EPFL	EPFL / robotique	ParVDAS	 	01/09/2006	23/05/2010	BS	1	0	0
5573	Faucherre	FAUCHERRE	Anny	Anny Faucherre-Etot		F	19..		19		9999		0	0	0	0	0	0	1	faue	écrivain	littérature	ParVDAC		04/09/2006	02/03/2009	BS	0	0	0
5574	Inglin	INGLIN	Francine			F	1938-2013		1938		2013		0	0	0	0	0	1	0	ing	laborantine / écrivain	paramédical / littérature	VDAC	 	04/09/2006	18/10/2013	BS	0	0	0
5582	Légeret	LEGERET	Jacques			H			0		9999		0	0	0	0	0	0	1		journaliste	journalisme	VDAS	 	08/09/2006	03/07/2010	BS	1	0	0
5583	Morand	MORAND	Guillaume		Toto Morand	H	1963?-		1963		9999		0	0	0	0	0	0	1		fondateur des magasins Pom it up	économie / commerce / mode / chaussure	VDAS	 	08/09/2006	04/05/2010	BS	1	0	0
5584	Goldacker	GOLDACKER	Emmy			F	1919?-		0		9999		0	0	0	0	0	0	1		espionne du IIIe Reich	espionnage / guerre mondiale / histoire	ParVDAC	 	13/09/2006	13/07/2010	TD	1	0	0
5586	Carrard	CARRARD	Henri			H	1824-1889	Lausanne	1824	1824.09.02	1889	1889.03.08	0	0	0	0	1	0	0	carrh	enseignant / droit / Académie / avocat / conservateur	enseignement / droit / université / conservateur	VDAS	VDAC	06/10/2006	14/11/2013	BS	0	7	0
5589	Burlet	BURLET	Christophe			H	-1965		1965		9999		0	0	0	0	0	0	1	burlc	verrier d'art	verre / art décoratif			11/10/2006	22/02/2007		1	0	0
5590	Radrizzani	RADRIZZANI	Yves			H	-1960		1960		9999		0	0	0	0	0	0	1		essayiste / docteur en philosophie	philosophie / UNIL	VDAS	 	24/10/2006	01/04/2010	BS	1	0	0
5592	Soften	SOFTEN	groupe			H			1983		9999		0	0	0	0	0	0	1		musique pop rock (groupe)	musique / pop / rock	VDCollC	 	20/11/2006	13/03/2010	BS	1	0	0
5593	Norn	NORN				F	-2002		2002		9999		1	0	0	0	0	0	1		musicien / trio vocal a cappella	musique / trio vocal a cappella	VDCollC	 	22/11/2006	11/11/2013	FRU	0	0	0
5594	Los de la Salsa	LOS DE LA SALSA		Chakal	Le Spectre				0		9999		0	0	0	0	0	0	1		groupe de rap	musique / rap	VDCollC	 	22/11/2006	04/07/2010	BS	1	0	0
5595	Bovon	BOVON	Stéphane	Macbe		H	-1970	Château-d'Oex	1970	08/07/1970	9999		0	0	0	0	0	0	1	bovs	dessinateur bande dessinée / éditeur / illustrateur	bande dessinée / éditions Castagniééé	VDAC	 	28/11/2006	01/09/2014	BS	0	18	0
5596	Audemars	AUDEMARS	Jules		Jules-Louis	H	1851-1918		1851	1851.03.28	1918	17/10/1918	0	0	0	0	1	0	0		horloger	horlogerie / Audemars Piguet	VDAS	VDAC	07/12/2006	27/10/2015	TD	0	22	0
5597	Borloz	BORLOZ	Frédéric			H	-1966		1966		9999		0	0	0	0	0	0	1		syndic d'Aigle	politique (radical)	VDAS		12/12/2006	10/03/2009	BS	1	0	0
5598	Gilliéron	GILLIERON	Alain			H	-1955	Lausanne	1955	03/09/1955	9999		0	0	0	0	0	0	1		syndic de Prilly / enseignant	politique (radical) / enseignement	VDAS	 	12/12/2006	09/12/2013	STAG1	1	0	0
5599	Grin	GRIN	Jean-Pierre			H	-1947		1947		9999		0	0	0	0	0	0	1		syndic de Pomy / agriculteur	politique (UDC) / agriculture	VDAS	 	12/12/2006	13/07/2010	TD	1	0	0
5600	Natalini	NATALINI	Stephan			H	-1965		1965		9999		0	0	0	0	0	0	1		syndic Saint-Cergue	politique	VDAS	 	12/12/2006	17/04/2010	BS	1	0	0
5601	Nicolier	NICOLIER	Yvan			H	-1957		1957		2014	12/11/2014	0	0	0	0	0	0	1		syndic d'Echallens / juriste	politique / Echallens	VDAS	 	12/12/2006	17/12/2014	TD	1	0	0
5602	Poitry	POITRY	Alain-Valéry			H	-1950		1950		9999		0	0	0	0	0	0	1		syndic  Nyon / avocat	politique (socialiste) / avocat	VDAS	 	12/12/2006	01/04/2010	BS	1	0	0
5603	Rainaud-Meylan	RAINAUD-MEYLAN	Jeannine			F			0		9999		0	0	0	0	0	0	1		syndic/ Le Chenit	politique / enseignement / municipalité / Le Chenit	VDAS	 	12/12/2006	01/04/2010	BS	1	0	0
5604	Recordon	RECORDON	Claude			H	-1955		1955		9999		0	0	0	0	0	0	1		syndic	politique / Orbe	VDAS	 	12/12/2006	29/03/2010	BS	1	0	0
5605	Rimella	RIMELLA	Nicole			F	-1950		1950		9999		0	0	0	0	0	0	1		syndic / La Tour-de-Peilz	politique 	VDAS	 	12/12/2006	21/03/2010	BS	1	0	0
5606	Roulin	ROULIN	Michel			H	-1944		1944		9999		0	0	0	0	0	0	1		syndic  	politique / Payerne	VDAS	 	12/12/2006	20/03/2010	BS	1	0	0
5607	Salvi	SALVI	Pierre			H	-1957		1957		9999		0	0	0	0	0	0	1		syndic Montreux / enseignant	politique (socialiste) / enseignement	VDAS	 	12/12/2006	14/03/2010	BS	1	0	0
5608	Dufour	DUFOUR	Jean-Jacques			H	1767-1827		1767		1827		0	0	0	1	0	0	0		vigneron	viticulture / vigne / vin			13/12/2006			1	0	0
5617	Ruche	RUCHE	Maurice			H	-1920	Genève	1920	21/04/1920	9999		0	0	0	0	0	0	1	rucm	artiste / sculpteur / peintre / dessinateur / graphiste	art / beaux-arts / peinture	ParVDAC	 	22/12/2006	27/10/2015	BS	1	0	0
5618	Cauchie	CAUCHIE	Daniel J.			H			0		9999		0	0	0	0	0	0	0	cau	poète / écrivain	littérature / poésie	ParVDAC	 	22/12/2006	12/11/2015	BS	0	0	0
5619	Tobler	TOBLER	Benjamin			H	-1972		1972		9999		0	0	0	0	0	0	1		réalisateur / cinéaste 	cinéma / réalisation (cinéma)	ParVDAS	 	09/01/2007	07/03/2010	BS	1	0	0
5620	Kroug	KROUG	Simon			H	-1977		1977		9999		0	0	0	0	0	0	1		illustrateur / bédéaste / dessinateur	illustration / dessin / dessinateur	ParVDAC	VDAC	11/01/2007	19/08/2016	BS	0	0	0
5621	Beaud	BEAUD	Paul			H	1942-2007		1942		2007		0	0	0	0	0	1	0		enseignant UNIL /  Institut de sociologie des communications de masse	sociologie des communications de masse	ParVDAC		11/01/2007	06/05/2009	BS	1	0	0
5622	Joudié	JOUDIE	Fairouz			H	-1947		1947		9999		0	0	0	0	0	0	1		graphiste / affichiste / enseignant	graphisme / affiche / enseignement	ParVDAC	 	11/01/2007	20/07/2010	TD	1	0	0
5623	Caspary	CASPARY	Michel			H	-1959		1959		9999		0	0	0	0	0	0	1		journaliste	journalisme	 	 	17/01/2007	09/12/2013	STAG1	1	0	0
5624	Demont	DEMONT	Marcel			H	-1941		1941		9999		0	0	0	0	0	0	1		guide de montagne / écrivain	montagne / Alpes / littérature	ParVDAS	 	22/01/2007	09/06/2013	BS	0	0	0
5625	Rigo	RIGO	Anne-Claude			F	-1962		1962		9999		0	0	0	0	0	0	1		peintre	beaux-arts / peinture	VDAC		22/01/2007	03/04/2009	TD	1	0	0
5626	Dubuis	DUBUIS	Pierre			H			0		9999		0	0	0	0	0	0	1		chargé de cours d’histoire / enseignant UNIL /	histoire / enseignement / UNIL			22/01/2007			1	0	0
5627	Liaudet	LIAUDET	Marie-Antoinette			F			0		9999		0	0	0	0	0	0	1	liam	écrivain	littérature	ParVDAC	VDAC	25/01/2007	04/07/2010	BS	0	0	0
5628	Carrard	CARRARD	Benjamin			H	1730-1789	Orbe ou Poliez-le-Grand 	1730	1730.01.21	1789	1789.10.22	0	0	0	1	0	0	0				VDAC	 	07/02/2007	13/10/2014	BS	1	0	0
5629	Struve	STRUVE	Henri-Jean-Pierre-Hector			H	1751-1826	Lausanne	1751	1751.09.06	1826	1826.11.29	0	0	0	1	0	0	0				VDAS	VDAC	07/02/2007	06/06/2017	BS	1	0	0
5630	Servan	SERVAN	Antoine-Joseph-Michel			H	1737-1807		1737		1807		0	0	0	1	0	0	0				TempVDA	 	07/02/2007	13/03/2010	BS	1	0	0
5631	Dello Iacono	DELLO IACONO	Angelo			H	-1976		1976		9999		0	0	0	0	0	0	1		danseur / chorégraphe / sculpteur / écrivain	danse / sculpture / beaux-arts / littérature	ParVDAC		07/02/2007	06/04/2009	TD	1	0	0
5632	Sandoz	SANDOZ	Edouard Marcel 			H	1881-1971	Bâle	1881	1881.03.21	1971	1971.20.03	0	0	0	0	1	0	0	san	sculpteur	beaux-art / sculpture	ParVDAC	VDAC	08/02/2007	15/12/2014	TD	0	0	0
5633	Reymond	REYMOND	Casimir			H	1893-1969	Vaulion	1893	1893.04.09	1969	16/07/1969	0	0	0	0	1	0	0	reyc	peintre / sculpteur / cartonnier / enseignant / directeur	sculpture / peinture / Ecole des beaux-arts  de Lausanne / enseignement	VDAC	 	08/02/2007	15/02/2017	BS	0	20	0
5634	Goy	GOY	Gérald			H	1921-2009	Chessel	1921	05/02/1921	9999	28/09/2009	0	0	0	0	0	1	0	goyg	peintre / enseignant	peinture / beaux-arts	VDAC	 	08/02/2007	30/05/2016	BS	0	0	0
5635	Fraisse	FRAISSE	William			H	1803-1885		1803		1885		0	0	0	0	1	0	0	fraw	ingénieur	génie civil	VDAS	VDAC	08/02/2007	27/02/2011	BS	1	0	0
5636	Meylan	MEYLAN	Suzanne			F	1898-1986		1898		1986		0	0	0	0	1	0	0		secrétaire / rédactrice 	 Société vaudoise des sciences naturelles	VDAS	 	08/02/2007	24/09/2009	BS	1	0	0
5637	Gonin	GONIN	André			H	1905		0		9999		0	0	0	0	0	0	0	gonia					08/02/2007			1	0	0
5638	Gonin	GONIN	Pierre			H	1934-1993		1934		1993		0	0	0	0	0	0	0	gonip					08/02/2007			1	0	0
5639	Rodo	RODO		Auguste de Niederhäusern 		H	1863-1913	Vevey	1863	1863.04.02	1913	23/05/1913	0	0	0	0	1	0	0	nied	sculpteur	sculpture	ParVDAC	 	08/02/2007	17/10/2013	BS	1	0	0
5640	Mermoud	MERMOUD	Albert			H	1905-1997		1905		1997		0	0	0	0	0	1	0	merm	fondateur Guilde du livre / éditeur	Guilde du Livre / édition 	VDAC	 	08/02/2007	19/06/2010	BS	1	0	0
5641	Cornaz	CORNAZ	Jack	John-Théodore Cornaz		H	1886-1974	Lausanne	1886	1886.05.26	1974	14/11/1974	0	0	0	0	1	0	0	coj	architecte	architecture	VDAC	 	08/02/2007	04/11/2013	STAG1	1	0	0
5642	Pousaz-Gaud	POUSAZ-GAUD	Jean-Louis Isaac			H	1838-1931		1838		1931		0	0	0	0	1	0	0		propriétaire de carrière / syndic	archéologie/ carrière du Lessus	VDAS	 	08/02/2007	01/04/2010	BS	1	0	0
5643	Dapples	DAPPLES	Jean-Jacob			H	1701-1774		1701		1774		0	0	0	1	0	0	0				VDAS	VDAC	08/02/2007	27/02/2011	BS	1	0	0
5644	Juillerat	JUILLERAT	Pierre			H	-1967		1967		9999		0	0	0	0	0	0	1	jui	peintre	beaux-arts / peinture	ParVDAC	 	08/02/2007	20/07/2010	TD	1	0	0
5645	Jean-Petit-Matile	JEAN-PETIT-MATILE	Maurice			H			0		9999		0	0	0	0	0	0	1	jpm	historien de l'art	beaux-arts / histoire de l'art	VDAS	VDAC	09/02/2007	18/07/2010	BS	1	0	0
5646	Benhadj	BENHADJ	Sami			H	-1977		1977		9999		0	0	0	0	0	0	1		designer	design	ParVDAC	 	13/02/2007	30/08/2010	BS	1	0	0
5649	Keller	KELLER	Milo			H	-1979		1979		9999		0	0	0	0	0	0	1		photographe	photographie	VDAC	 	13/02/2007	12/12/2013	STAG1	1	0	0
5650	Leutenegger	LEUTENEGGER	Catherine			F	-1983		1983		9999		0	0	0	0	0	0	1	leuc	photographe	photographie	VDAC	 	13/02/2007	03/07/2010	BS	1	0	0
5651	Meldem	MELDEM	Guy	Jetta / Larytta 		H	-1980		1980		9999		0	0	0	0	0	0	1		designer / musicien	design / groupe musical 	VDAC	 	13/02/2007	20/06/2010	BS	1	0	0
5652	Muller	MULLER	Emilie			F	-1980		1980		9999		0	0	0	0	0	0	1		artiste photographe	photographie / beaux-arts			13/02/2007			1	0	0
5653	Tosetti	TOSETTI	Régis			H	-1982		1982		9999		0	0	0	0	0	0	1		designer	design	VDAC	 	13/02/2007	07/03/2010	BS	1	0	0
5654	Minnig	MINNIG	Albert			H	1911-1968		1911		9999		0	0	0	0	0	1	0	min	ouvrier anarchiste / volontaire en Espagne	politique / anarchie / histoire	VDAS	VDAC	13/02/2007	26/05/2010	BS	1	0	0
5655	Studer	STUDER	André			H	-1956		1956		9999		0	0	0	0	0	0	1		photographe	photographie	VDAC	 	15/02/2007	13/03/2010	BS	1	0	0
5656	Albagnac	ALBAGNAC	Philippe			H	-1953		1953		9999		0	0	0	0	0	0	1		photographe	photographie	ParVDAC	 	15/02/2007	02/07/2010	BS	1	0	0
5657	Badel	BADEL	Denise			F	-1947		1947		9999		0	0	0	0	0	0	1		photographe	photographie	VDAC	 	15/02/2007	19/08/2010	BS	1	0	0
5658	Sillig	SILLIG	François			H	-1920		1920		9999		0	0	0	0	0	0	1	silf	dessinateur / architecte	beaux-arts / dessin / architecture	VDAC	 	15/02/2007	13/03/2010	BS	1	0	0
5659	Zweiacker	ZWEIACKER	Pierre			H	-1952		1952		9999		0	0	0	0	0	0	1		physicien / écrivain /	physique / littérature	VDAS	VDAC	15/02/2007	27/04/2016	BS	1	0	0
5660	Girard	GIRARD	Christian			H	-1970		1970		9999		0	0	0	0	0	0	1	girc	écrivain	littérature	VDAC	 	15/02/2007	21/04/2010	BS	0	0	0
5661	Brasseler	BRASSELER	Louis			H			0		9999		0	0	0	0	0	0	0		pasteur / écrivain	théologie / littérature / théâtre	VDAS	VDAC	16/02/2007	13/03/2011	BS	1	0	0
5662	Mathyer	MATHYER	Eric			H	-1952		1952		9999		0	0	0	0	0	0	1	mate	auteur / comédien	hôpitaux / santé			16/02/2007	16/02/2007		1	0	0
5663	Pithon	PITHON	Juste			H	1895-1975		1895		1975		0	0	0	0	1	0	0		écriain pour la jeunesse	littérature jeunesse	VDAC	 	16/02/2007	02/04/2010	BS	1	0	0
5664	Haller	HALLER	Rodolphe de	Haller-Marcuard		H	1874-1962		1874		1962		0	0	0	0	1	0	0				ParVDAS	VDAC	21/02/2007	28/07/2010	BS	1	0	0
5665	Curchod	CURCHOD	Gustave				-1950		0		1950		0	0	0	0	0	0	0		banquier	banque BCV			21/02/2007			1	0	0
5666	Burnand	BURNAND	Eugène		Charles-Louis-Eugène	H	1850-1921	Moudon	1850	1850.08.30	1921	04/02/1921	0	0	0	0	1	0	0	bur	artiste peintre 	beaux-arts / peinture 	VDAC	 	21/02/2007	29/03/2017	BS	0	0	0
5667	Rahmy	RAHMY	Philippe			H	-1965	Genève	1965	05/06/1965	9999		0	0	0	0	0	0	1	rahp	archéologue / écrivain	archéologie / littérature / Lettres frontière	VDAC	VDAS	22/02/2007	01/06/2014	BS	0	4	0
5668	Vaucher	VAUCHER	Marius			H	-1921		1921		9999		0	0	0	0	0	0	1	vauc	enseignant UNIL / écrivain / peintre	enseignement  / UNIL / anglais / littérature	ParVDAC	 	22/02/2007	20/04/2011	BS	0	3	0
5669	Völlmy	VOELLMY	Bernard		Bernard Vollmy	H	-1950		1950	1050.09.11	9999		0	0	0	0	0	0	1	vol	aquarelliste / peintre / géomaticien	peinture / aquarelle / géomatique	VDAC	 	22/02/2007	18/09/2015	BS	1	0	0
5670	Bäumlin	BAEUMLIN	Salomé		Salomé Baeumlin	F	-1980		1980		9999		0	0	0	0	0	0	1		peintre	peinture	TempVDA	 	23/02/2007	09/06/2010	JH	1	0	0
5671	Bustros	BUSTROS	Isabel			F	-1968		1968		9999		0	0	0	0	0	0	1		artiste peintre	peinture	TempVDA	 	23/02/2007	06/04/2012	BS	1	0	0
5672	Carlson	CARLSON	Petra			F	-1975		1975		9999		0	0	0	0	0	0	1		peintre /  illustratrice / bédéiste / dessinatrice	peinture / dessin / bande dessinée	TempVDA	ParVDAC	23/02/2007	06/04/2011	BS	0	0	0
5673	Cruko	CRUKO	Stéphane	Dr Acid		H	-1973		1973		9999		0	0	0	0	0	0	1		peintre	peinture	VDAC	 	23/02/2007	31/03/2011	JH	1	0	0
5674	De Castro	DE CASTRO	Victor			H	-1977		1977		9999		0	0	0	0	0	0	1		peintre / photographe / performer	peinture / photographie / performance artistique	ParVDAC	 	23/02/2007	06/04/2012	BS	1	0	0
5675	Estoppey	ESTOPPEY	Guillaume			H	-1975	Lausanne	1975	01/03/1975	9999		0	0	0	0	0	0	1	esg	peintre	peinture	VDAC	 	23/02/2007	17/03/2017	BS	1	0	0
5676	Gagnebin-de Bons	GAGNEBIN-DE BONS	David			H	-1979	Saint-Loup	1979	08/07/1979	9999		0	0	0	0	0	0	1	gag	peintre / photographe	peinture / beaux-arts / photographie	VDAC	 	23/02/2007	08/11/2012	TD	1	0	0
5677	Genest	GENEST	Mali			F	-1961		1961		9999		0	0	0	0	0	0	1	genm	peintre	peinture	VDAC	 	23/02/2007	15/06/2011	JH	1	0	0
5678	Hominal	HOMINAL	David			H	-1976		1976	02/03/1976	9999		0	0	0	0	0	0	1	hom	peintre	peinture	ParVDAC	 	23/02/2007	09/11/2012	TD	1	0	0
5679	Jaquier	JAQUIER	Virginie			F	-1973	Genève	1973	11/09/1973	9999		0	0	0	0	0	0	1		artiste peintre	peinture / arts visuels	VDAC	 	23/02/2007	24/12/2015	BS	1	0	0
5680	Mettraux	METTRAUX	Sébastien			H	-1984	Pompaples	1984		9999		0	0	0	0	0	0	1		peintre / artiste	peinture / arts plastiques 	ParVDAC	 	23/02/2007	12/11/2012	TD	1	0	0
5681	Michetti	MICHETTI	Murielle			F	-1967		1967		9999		0	0	0	0	0	0	1		peintre	peinture	VDAC	 	23/02/2007	30/05/2010	BS	1	0	0
5682	Monnier	MONNIER	Isabelle			F	-1968		1968		9999		0	0	0	0	0	0	1		artiste peintre	beaux-arts / peinture	VDAC	 	23/02/2007	08/05/2010	BS	1	0	0
5683	Muller	MUELLER	Katherine		Katherine Muller	F	-1957		1957		9999		0	0	0	0	0	0	1	mul	peintre	peinture	ParVDAC	 	23/02/2007	06/04/2012	BS	1	0	0
5684	Navarro	NAVARRO	Damien			H	-1983		1983	06/04/1983	9999		0	0	0	0	0	0	1	nav	artiste peintre	beaux-arts / peinture	VDAC	 	23/02/2007	04/11/2016	BS	1	0	0
5685	Niederhauser	NIEDERHAUSER	Jennifer	Jennifer Niederhauser Schlup		F	-1981		1981		9999		0	0	0	0	0	0	1		artiste peintre	beaux-arts / peinture	VDAC	 	23/02/2007	06/04/2012	BS	1	0	0
5686	Pitteloud	PITTELOUD	Annaïk Lou			F	-1980		1980		9999		0	0	0	0	0	0	1	pita	artiste peintre / photographe 	peinture / photographie	ParVDAC	VDAC	23/02/2007	31/07/2012	JH	1	0	0
5687	Raccoursier	RACCOURSIER	Anne-Julie			F	-1974		1974		9999		0	0	0	0	0	0	1	racc	peintre	peinture	VDAC	 	23/02/2007	01/04/2010	BS	1	0	0
5688	Rampa	RAMPA	Michael			H	-1977		1977	27/08/1977	9999		0	0	0	0	0	0	1	rmi	peintre	peinture	VDAC	 	23/02/2007	28/11/2012	BS	1	0	0
5690	Ruffieux	RUFFIEUX	Marie-Luce			F	-1984		1984	26/06/1984	9999		0	0	0	0	0	0	1	rufl	artiste peintre / écrivain	beaux-arts / peinture / arts plastiques / littérature	VDAC	 	23/02/2007	30/08/2017	BS	0	0	0
5691	Van der Ende	VAN DER  ENDE	Mark	Markus Van der Ende		H	1960- 		1960		9999		0	0	0	0	0	0	1		peintre / décorateur / théâtre	peinture / décor	ParVDAC	 	23/02/2007	15/02/2010	BS	1	0	0
5692	Joye	JOYE	Dominique			H			0		9999		0	0	0	0	0	0	1		enseignant sociologie / UNIL	enseignement sociologie Unil	TempVDA	 	05/03/2007	24/07/2010	BS	1	0	0
5693	Imsand	IMSAND	Marie-José	Marie-José Imsand Popescu		F	-1962	Lausanne	1962		9999		0	0	0	0	0	0	1	immj	artiste peintre / éditeur / écrivain	peinture beaux-arts / édition / Littérature	VDAC	 	14/03/2007	31/10/2016	BS	0	0	0
5694	Panese	PANESE	Francesco			H	-1963		1963		9999		0	0	0	0	0	0	1		enseignant UNIL / sociologie / directeur Fondation Claude Verdan/ enseignant UNIL / directeur Collège des Humanités de l’EPFL	enseignement  / UNIL / sociologie /  Fondation Claude Verdan / muséographie	ParVDAS	 	15/03/2007	18/06/2010	BS	1	0	0
5695	Vust	VUST	Mathias			H	-1969		1969		9999		0	0	0	0	0	0	1		botaniste / photographe	botanique / photographie	VDAS	 	20/03/2007	02/03/2010	BS	1	0	0
5696	Vasey	VASEY	Christopher			H	-1953		1953		9999		0	0	0	0	0	0	1		naturopathe	naturopathie	VDAS		20/03/2007	01/12/2008	BS	1	0	0
5697	Giroud	GIROUD	Claude-Alain						0		9999		0	0	0	0	0	0	0		peintre / graveur 	beaux-arts / peinture / gravure	 	 	23/03/2007	15/03/2016	BS	1	0	0
5698	Wenger	WENGER	Sylvette			F	-1952		1952		9999		0	0	0	0	0	0	1	wens	enseignante / écrivaine	enseignement / littérature	ParVDAC	ParVDAS	26/03/2007	14/02/2010	BS	1	0	0
5699	Pahud	PAHUD	Claude			H	-1959		1959	29/05/1959	9999		0	0	0	0	0	0	1		éditeur  / libraire / journaliste	 librairie / édition / Antipodes / journalisme / Domaine public	VDAS	 	28/03/2007	09/06/2013	BS	0	18	0
5700	Cossy	COSSY	Valérie			F	-1966		1966		9999		0	0	0	0	0	0	1		enseignante UNIL / études de genre	UNIL / étude de genre			28/03/2007			1	0	0
5701	Kunz Westerhoff	KUNZ	Dominique	Dominique Kunz Westerhoff		F	-1967		1967		9999		0	0	0	0	0	0	1		enseignante UNIL / français	littérature française / UNIL	ParVDAS	 	28/03/2007	12/07/2010	BS	1	0	0
5702	Doy	DOY		Dorian Büchi		H	1989?-		0		9999		0	0	0	0	0	0	1		peintre	beaux-arts / peinture			29/03/2007			1	0	0
5703	Moor	MOOR	Pierre			H	-1956		1956		9999		0	0	0	0	0	0	1		peintre	beaux-arts / peinture	ParVDAC	 	29/03/2007	06/05/2010	BS	1	0	0
5704	Jaquet	JAQUET	Cédric			H	-1964		1964		9999		0	0	0	0	0	0	1		banquier / écrivain 	finances / littérature	VDAS	VDAC	29/03/2007	16/07/2010	BS	1	0	0
5705	Laufer	LAUFER	Milica			F			0		9999		0	0	0	0	0	0	1		journaliste	journalisme	ParVDAS	 	29/03/2007	02/07/2010	BS	1	0	0
5706	Sefolosha	SEFOLOSHA	Thabo			H	-1984		1984		9999		0	0	0	0	0	0	1		joueur de basketball / sportif	basketball / sport	VDAS	 	29/03/2007	13/03/2010	BS	1	0	0
5707	Inchaurregui	INCHAURREGUI	Guillermo			H	-1957		1957		9999		0	0	0	0	0	0	1		sculpteur	beaux-arts / sculpture	TempVDA	 	29/03/2007	19/05/2010	BS	1	0	0
5708	Bongard	BONGARD	Isabelle				-1964		1964		9999		0	0	0	0	0	0	0		peintre verrier	beaux-arts / peinture / verre	VDAC	 	29/03/2007	05/01/2010	BS	1	0	0
5709	Maréchaux	MARECHAUX	Claude			H	-1943		1943		9999		1	0	0	0	0	0	1		musicien / preneur de son / photographe / compositeur	musique / pris de son / photographie / composition	 	 	29/03/2007	07/01/2013	SUK	0	0	0
5710	Choffat	CHOFFAT	Frédéric			H	-1973		1973		9999		0	0	0	0	0	0	1		réalisateur (cinéma)	cinéma (réalisation)	TempVDA	 	30/03/2007	27/06/2010	BS	1	0	0
5711	Chanez	CHANEZ	Carlo			H	-1967		1967		9999		1	0	0	0	0	0	0		compositeur	musique / composition / cinéma	VDAC	 	30/03/2007	11/06/2010	BS	1	0	0
